index,critical_temp
0,25.46033333333332
1,24.585434523809536
2,90.72840000000001
3,67.4484133333333
4,91.62616666666659
5,88.71285416666667
6,80.83289505747125
7,79.99850000000004
8,86.359
9,53.61159285714287
10,35.94228932921974
11,9.503533333333335
12,23.378595238095226
13,72.67583769841269
14,86.47594046353392
15,86.47594046353392
16,86.47594046353392
17,86.47594046353392
18,46.54616666666666
19,63.75615000000004
20,61.64707222222222
21,86.02193129148633
22,21.271349999999998
23,55.57398333333335
24,81.88283010301717
25,81.45092500000001
26,35.94228932921974
27,71.67269523809527
28,91.34775482352937
29,90.69930714285712
30,18.750166666666665
31,105.97804166666668
32,120.03900862193358
33,82.56705949833338
34,79.85441666666668
35,74.16069166666668
36,56.52458333333332
37,41.69037142857142
38,77.93855333333332
39,34.81432380952381
40,83.24633333333333
41,82.92900000000002
42,20.05423695238095
43,92.24136904761905
44,86.47594046353392
45,92.24136904761905
46,71.04133333333333
47,86.37290000000002
48,87.03550000000001
49,35.711999999999996
50,79.93937619047621
51,42.17199999999997
52,86.43451833333323
53,68.74917500000001
54,72.67583769841269
55,61.856333333333325
56,78.98241666666668
57,68.04836666666667
58,75.87549999999999
59,76.1865
60,90.5864717948718
61,82.56705949833338
62,90.39662412468795
63,63.380187777777785
64,82.35461856704588
65,59.14633658008658
66,67.29707142857143
67,51.53713333333338
68,46.71250000000002
69,82.56705949833338
70,74.25828571428578
71,52.136157142857115
72,77.28760487396625
73,77.23749000000002
74,35.94228932921974
75,86.67516666666661
76,23.027725757575762
77,32.79622142857141
78,92.64817541731145
79,86.38433333333333
80,62.84168809523807
81,84.88364555555559
82,81.24141666666668
83,25.171887179487186
84,74.40174999999998
85,21.655825757575762
86,81.88283010301717
87,66.08125200000006
88,48.138114087301574
89,46.045862617404595
90,78.01736105368681
91,88.91234857142858
92,68.73098333333336
93,91.57226095238094
94,80.26925416666673
95,51.76013333333338
96,59.25970200000002
97,27.92751344106871
98,91.24212500000004
99,71.0764
100,49.607171428571455
101,78.76121727272731
102,68.5461805555556
103,44.09
104,49.383
105,81.84083333333335
106,45.036
107,43.531000000000006
108,67.986
109,71.03851666666668
110,56.1454
111,51.20316666666668
112,26.359899999999996
113,53.0385607142857
114,65.05783333333333
115,71.236225
116,65.05783333333333
117,65.88820000000003
118,64.17894523809525
119,47.740800000000014
120,83.10601190476191
121,88.24173333333334
122,87.37080448511324
123,81.35571500000003
124,43.4661666666667
125,86.47594046353392
126,88.91272555021087
127,63.810555555555545
128,120.03900862193358
129,35.627448340548334
130,76.90537966871429
131,77.28760487396625
132,85.63991890343938
133,107.72161776556781
134,102.95665454545453
135,87.42757828282835
136,86.32196847996146
137,9.918299999999999
138,86.43451833333323
139,68.74917500000001
140,71.78635714285704
141,51.8784166666667
142,31.973116666666666
143,14.957938888888895
144,90.5864717948718
145,71.67269523809527
146,71.90428833333335
147,78.87476268759018
148,89.18063833333332
149,56.07943333333335
150,95.61574999999999
151,101.39575
152,99.2104
153,85.37354733893558
154,88.78981792929297
155,86.47594046353392
156,64.89468045454541
157,66.10183333333333
158,58.247449999999986
159,40.89361421461238
160,32.60815516483515
161,77.28760487396625
162,83.85766333333339
163,12.851128571428573
164,14.433799999999994
165,39.66443333333329
166,38.520849999999996
167,87.70441666666667
168,78.69230714285723
169,76.90537966871429
170,36.16715000000003
171,38.39875000000002
172,34.00346666666668
173,20.874069155407092
174,18.32627338005132
175,23.955399999999976
176,35.126816666666656
177,17.602933333333354
178,71.80853881201705
179,23.396668772893776
180,61.60833333333334
181,25.776088095238116
182,24.81051666666667
183,22.60866549707602
184,89.08696666666667
185,74.07269523809524
186,63.472971666666744
187,39.49
188,75.58279999999988
189,75.28114761904762
190,85.91833333333332
191,32.2862383671081
192,91.62434234202958
193,86.47594046353392
194,83.56091666666667
195,108.945
196,118.32742936597717
197,112.965625
198,43.56703211510711
199,50.178583333333336
200,55.85
201,87.1774333333334
202,81.87399999999998
203,80.05349999999997
204,30.8735
205,81.99599999999998
206,72.30241428571429
207,76.90537966871429
208,87.37080448511324
209,91.57226095238094
210,77.66904561403513
211,79.25552777777777
212,79.03330714285714
213,90.39662412468795
214,80.3028333333333
215,69.43866666666666
216,54.05885714285715
217,71.75969696969698
218,76.90537966871429
219,10.649122619047635
220,71.80853881201705
221,23.396668772893776
222,35.94228932921974
223,61.03597914862914
224,62.09223333333334
225,95.04799999999985
226,86.47594046353392
227,73.75881666666663
228,77.45280000000007
229,58.85701866666669
230,28.311390411825723
231,60.562999999999995
232,20.352999999999973
233,82.74439314574317
234,71.65823809523808
235,52.951
236,69.87800000000006
237,71.01266666666673
238,78.12266666666667
239,76.33713950216449
240,45.80026039127539
241,89.09783333333337
242,81.23858999999997
243,72.63400000000004
244,68.41269285714289
245,78.22275
246,61.920266666666656
247,59.48893333333333
248,74.27466666666668
249,20.764249999999993
250,63.98228333333334
251,47.9278
252,86.79435162337664
253,78.01736105368681
254,56.85067504482719
255,117.98678333333335
256,117.98678333333335
257,65.81962045454549
258,75.3107105880231
259,21.087246382424915
260,108.62617617243858
261,86.18716666666666
262,85.68846666666664
263,91.05725000000011
264,34.67186666666668
265,39.30583333333334
266,88.91234857142858
267,84.2646082794983
268,65.222
269,82.56705949833338
270,88.91272555021087
271,92.10771553446557
272,118.32742936597717
273,84.88323643578653
274,69.60929632034639
275,65.87163147186155
276,64.76366666666671
277,13.812975609756078
278,24.290833333333335
279,26.160091666666673
280,17.307000000000002
281,16.2175
282,21.087246382424915
283,19.949666666666666
284,80.70651777261699
285,88.91272555021087
286,91.2372396825397
287,20.90671904761904
288,25.232773015873008
289,73.46762967587972
290,73.46762967587972
291,58.18701111111111
292,78.01736105368681
293,15.837999999999996
294,20.762999999999998
295,118.32742936597717
296,56.021647619047634
297,9.192749999999998
298,72.78783333333334
299,23.586999999999993
300,23.396668772893776
301,35.94228932921974
302,42.17199999999997
303,100.95746666666666
304,102.78026666666666
305,86.65857619047624
306,47.103606349206366
307,37.6108714285714
308,30.540155238095235
309,47.103606349206366
310,78.7052511904762
311,44.752619047619056
312,9.429866666666664
313,15.16701
314,87.13240000000005
315,77.28760487396625
316,24.25024166666667
317,84.46483333333333
318,71.41833333333338
319,21.980516666666663
320,77.28760487396625
321,60.3132261904762
322,78.71475000000001
323,73.02639475430644
324,91.62434234202958
325,58.11945714285714
326,83.51900000000003
327,18.406733333333342
328,19.370962423687434
329,27.92751344106871
330,82.56705949833338
331,22.416713725490187
332,35.94228932921974
333,17.72064999999999
334,19.53756428571428
335,31.550121428571433
336,23.565416666666664
337,21.28667817460317
338,32.56568055555558
339,7.989999999999993
340,18.44293333333333
341,21.78554563492063
342,21.271349999999998
343,16.460883333333335
344,78.7052511904762
345,36.9795
346,69.32656666666664
347,46.24676666666665
348,78.8108333333333
349,41.8093
350,51.40900000000001
351,77.36625000000002
352,51.8784166666667
353,70.78854453494219
354,82.56705949833338
355,84.32410000000007
356,88.08666666666663
357,86.22216666666665
358,37.559
359,91.61
360,87.08453333333333
361,86.47594046353392
362,34.994
363,41.3496
364,77.30644032079032
365,8.80326267066267
366,17.03305
367,22.648192857142845
368,39.66303174603175
369,36.48533333333333
370,86.47594046353392
371,19.32425000000001
372,16.374099999999995
373,78.10023333333334
374,20.644276190476198
375,21.258999999999997
376,21.76066666666665
377,21.26266666666665
378,91.17794782161722
379,45.72349523809524
380,66.83201774891776
381,14.975100000000012
382,79.6815
383,36.74875
384,66.613
385,67.17399999999999
386,12.852967857142868
387,10.417011428571437
388,18.127759523809527
389,15.878166666666663
390,56.85067504482719
391,28.956990476190484
392,22.326276984126984
393,70.32867435897437
394,20.874069155407092
395,76.90537966871429
396,108.67875793650794
397,114.94242142857142
398,29.53939999999999
399,33.505
400,39.704
401,69.35666666666671
402,69.2780666666667
403,47.08808333333334
404,14.159530808080813
405,64.45168416597593
406,107.1849999999999
407,28.22197539789311
408,27.10871498181082
409,104.70594760762977
410,22.956499999999995
411,43.92999999999999
412,53.21644444444444
413,49.88744444444445
414,91.80034855699856
415,46.09042857142855
416,91.62434234202958
417,38.15166666666672
418,42.82433333333331
419,86.69099523809523
420,26.39229960317462
421,82.08965238095239
422,80.34674999999999
423,74.11851666666661
424,76.44591785714287
425,58.39265000000001
426,77.28760487396625
427,61.06041666666667
428,43.59341666666667
429,76.61015356791827
430,38.622
431,56.85067504482719
432,56.85067504482719
433,88.54460214285722
434,59.50949999999999
435,23.74709393939393
436,53.72300000000001
437,26.889107142857142
438,73.17553333333332
439,75.78966093749999
440,77.46242522321427
441,79.90811289201314
442,85.921
443,82.3526119047619
444,51.20976666666665
445,28.543799999999997
446,11.358934848484855
447,76.90537966871429
448,69.66668
449,75.31518333333332
450,45.73299999999999
451,67.29112333333332
